GoldenRetriever22_797	Retriever
GoldenRetriever23_25512	Retriever
GoldenRetriever24	Retriever
GoldenRetriever25	Retriever
GoldenRetriever26	Retriever
GoldenRetriever27	Retriever
GoldenRetriever28	Retriever
GoldenRetriever29	Retriever
GordonSetter01	Hound
GordonSetter02	Hound
GrandeBassetGriffonVendeen01_5370	Hound
GrandeBassetGriffonVendeen02_5372	Hound
GrandeBassetGriffonVendeen03_5373	Hound
GrayFox01	Wild
GreatDane01_6610	Mastiff
GreatDane02	Mastiff
GreatDane03	Mastiff
GreatDane04	Mastiff
GreatDane05	Mastiff
GreatPlainsWolf01	Wild
GreatPyrenees01	Herding
GreaterSwissMountainDog01	MountainDog
GreaterSwissMountainDog01_Reseq_25402	MountainDog
GreaterSwissMountainDog02	MountainDog
GreaterSwissMountainDog03	MountainDog
GreaterSwissMountainDog04	MountainDog
GreaterSwissMountainDog05	MountainDog
GreekTracer01	Sighthound
GreekTracer02	Sighthound
GreekTracer03	Sighthound
GreekTracer04	Sighthound
GreekTracer05	Sighthound
GreenlandDog01	Spitz
Greyhound01	Sighthound
Greyhound02	Sighthound
Greyhound03	Sighthound
Greyhound04	Sighthound
Greyhound05	Sighthound
Greyhound06	Sighthound
Greyhound07	Sighthound
Greyhound08	Sighthound
Greyhound09	Sighthound
Greyhound10	Sighthound
Grossspitz01	Spitz
Havanese01	Waterdog
Havanese02	Waterdog
Havanese03	Waterdog
Havanese04	Waterdog
Havanese05	Waterdog
Havanese06	Waterdog
Heideterrier01	Terrier
HighlandWildDog01_34326	NGSD
HighlandWildDog02_34327	NGSD
HighlandWildDog03_35837	NGSD
Hovawart01	Hound
Hovawart02	Hound
Hovawart03	Hound
IbizanHound01_1171	Herding
IbizanHound02_1172	Herding
IbizanHound03_1228	Herding
IbizanHound04_1230	Herding
IbizanHound05_1164	Herding
IbizanHound06_1316	Herding
IbizanHound07_21535	Herding
IcelandicSheepdog01_30708	Spitz
IcelandicSheepdog02_30709	Spitz
IndigenousDogNigeria01	Non-breed
IndigenousDogNigeria02	Non-breed
IndigenousDogNigeria03	Non-breed
IndigenousDogNigeria04	Non-breed
IndigenousDogVietnam01	Non-breed
IndigenousDogVietnam02	Non-breed
IndigenousDogVietnam03	Non-breed
IndigenousDogVietnam04	Non-breed
IndigenousDogVietnam05	Non-breed
IrishRedandWhiteSetter01_5386	Hound
IrishSetter01_29781	Hound
IrishTerrier01	Terrier
IrishTerrier02	Terrier
IrishTerrier03_31717	Terrier
IrishTerrier04	Terrier
IrishWaterSpaniel01_28373	Retriever
IrishWaterSpaniel02_30479	Retriever
IrishWaterSpaniel03_30480	Retriever
IrishWaterSpaniel04_30856	Retriever
IrishWaterSpaniel05_30861	Retriever
IrishWaterSpaniel06_30864	Retriever
IrishWaterSpaniel07	Retriever
IrishWolfhound01_21534	Sighthound
IstrianShorthairedHound01	Hound
ItalianGreyhound01	Sighthound
ItalianGreyhound02	Sighthound
JackRussellTerrier02	Terrier
JackRussellTerrier03	Terrier
JackRussellTerrier04	Terrier
JackRussellTerrier05	Terrier
JackRussellTerrier06	Terrier
JackRussellTerrier07	Terrier
JackRussellTerrier08	Terrier
JackRussellTerrier09	Terrier
Jamthund01	Spitz
JapaneseChin01_12777	Spitz
JapaneseChin03_24956	Spitz
JapaneseChin04_24329	Spitz
Jindo01	Non-breed
Keeshond01_29779	Spitz
Keeshond02_34863	Spitz
Keeshond03_35078	Spitz
KellyBlueTerrier03	Terrier
KerryBlueTerrier02	Terrier
KintamaniDog01	Non-breed
Komondor01_29392	Herding
Kromfohrlander01	Non-breed
KunmingDog01	Non-breed
KunmingDog02	Non-breed
KunmingDog03	Non-breed
KunmingDog04	Non-breed
KunmingDog05	Non-breed
KunmingDog06	Non-breed
KunmingDog07	Non-breed
KunmingDog08	Non-breed
KunmingDog09	Non-breed
KunmingDog10	Non-breed
KunmingDog11	Non-breed
KunmingDog12	Non-breed
