JAL385	R3	245	3.004	0.963	4	W
JAL48	R3	245	2.551	0.722	1.12	W
JAL65	R3	245	0	0	0.43	W
JAL69	R3	245	1.498	0.718	1.5	W
JK2174	R3	245	0.143	0.073	4.33	W
JK2175	R3	245	0.041	0.041	1.23	W
JK2179	R3	245	0.286	0.278	2.96	W
JK2181	R3	245	0.412	0.404	0.64	W
JK2183	R3	245	0.396	0.212	7.26	W
LOW002	R3	245	4.935	0.967	6	W
LOW003	R3	245	9.127	0.939	6.4	W
LOW006	R3	245	8.184	0.873	3.6	W
LOW007	R3	245	3.502	0.853	2.3	W
LOW008	R3	245	1.347	0.661	1	W
MCZ_25374	R3	245	8.143	0.849	3.2	W
MCZ_BOM_11183	R3	245	97.571	1	25	W
Portauchoix	R3	245	8.171	1	11.7	D
montana_wolf	R3	245	8.755	1	28.5	W
NGDG	R3	245	20.551	1	28	D
NMNH_137125	R3	245	54.086	1	7.7	W
NMNH_223936	R3	245	98.171	1	12.6	W
NMNH_224185	R3	245	46.192	1	12.1	W
NMNH_234427	R3	245	7.898	1	3	W
NMNH_264482	R3	245	8.845	0.886	3.1	W
NMNH_52057	R3	245	6.816	0.829	3.5	W
NMNH_64968	R3	245	6.408	0.833	2.5	W
NMW_005	R3	245	0.865	0.71	1.04	W
OL4029	R3	245	0.363	0.363	0.1	D
OL4061	R3	245	3.539	0.812	1.8	D
OL4222	R3	245	3.282	1	4.5	D
OL4223	R3	245	2.086	0.771	2.2	D
PDM100	R3	245	0	0	0.09	W
PON012	R3	245	2.641	0.808	2.4	W
ptw	R3	245	14.91	1	27.8	W
rwa	R3	245	8.429	0.865	28.5	W
rwb	R3	245	1.351	0.645	7.1	W
SC1061	R3	245	25.645	1	17.5	D
SC19.MCJ010	R3	245	1.967	0.682	3.07	W
SC19.MCJ014	R3	245	1.641	0.502	1.07	W
SC19.MCJ015	R3	245	2.098	0.845	2.32	W
SC19.MCJ017	R3	245	0.702	0.506	0.48	W
SOTN01	R3	245	14.416	1	11.2	D
Taimyr-1	R3	245	0.233	0.167	2.9	W
TGEZ06	R3	245	0.833	0.629	0.9	D
THRZ02	R3	245	0.298	0.298	0.1	D
TU144	R3	245	0	0	0.92	W
TU148	R3	245	0	0	0.36	W
TU839	R3	245	0.335	0.31	0.6	W
TU840	R3	245	0.922	0.588	1.1	W
Tumat	R3	245	5.527	1	5.16	W
UZAA01	R3	245	6.559	1	5.5	D
UZAA02	R3	245	5.139	0.91	5.8	D
VAL_005	R3	245	1.698	0.392	0.77	W
VAL_008	R3	245	1.502	0.914	1.91	W
VAL_011	R3	245	2.147	0.906	1.14	W
VAL_012	R3	245	0.592	0.551	0.74	W
VAL_033	R3	245	2.563	0.878	1	W
VAL_035	R3	245	3.143	0.878	1.55	W
VAL_037	R3	245	0.976	0.788	0.63	W
VAL_050	R3	245	5.273	0.955	3.29	W
VAL_18A	R3	245	1.016	0.739	0.97	W
Yana-1	R3	245	0.045	0.045	2.8	W
YPM_9664_A	R3	245	11.784	1	3.7	W
